time,seconds_elapsed,y,z,x
1751343173350011400,0.236011474609375,-1.2578191757202148,-0.03336668014526367,1.5657731294631958
1751343173354817000,0.240817138671875,-1.2573800086975098,-0.03383684158325195,1.5651774406433105
1751343173364319700,0.25031982421875,-1.3367424011230469,-0.7725911140441895,1.3074944019317627
1751343173373704700,0.25970458984375,-1.2538237571716309,-0.8538198471069336,0.8530031442642212
1751343173383704600,0.26970458984375,-1.041398048400879,-0.5328102111816406,0.5212506055831909
1751343173390156500,0.276156494140625,-1.041398048400879,-0.5328102111816406,0.5212506055831909
1751343173398092800,0.2840927734375,-0.8964204788208008,0.061623573303222656,0.4570065140724182
1751343173406809300,0.292809326171875,-0.8669404983520508,0.556119441986084,0.5479145646095276
1751343173417909500,0.303909423828125,-0.8209190368652344,0.6244187355041504,0.5754961371421814
1751343173427476700,0.313476806640625,-0.9713940620422363,0.7351713180541992,0.41760945320129395
1751343173436782000,0.322781982421875,-0.9295754432678223,0.9184055328369141,0.08561348915100098
1751343173448793000,0.33479296875,-0.8394069671630859,0.7763128280639648,-0.11046779155731201
1751343173454568400,0.340568359375,-1.1302146911621094,0.5787944793701172,-0.20304763317108154
1751343173469547000,0.355547119140625,-0.9940617084503174,-0.18828964233398438,-0.2523161768913269
1751343173476017200,0.36201708984375,-0.9998676776885986,-0.8253803253173828,-0.38645368814468384
1751343173487608800,0.37360888671875,-0.7664005756378174,-1.7296419143676758,-0.5618194937705994
1751343173496671700,0.382671630859375,-0.6005311012268066,-2.7166366577148438,-0.8714766502380371
1751343173506790100,0.3927900390625,-0.40269041061401367,-3.2361063957214355,-1.0767335891723633
1751343173518744800,0.404744873046875,-0.22721242904663086,-3.049081325531006,-0.9331462383270264
1751343173526623500,0.41262353515625,0.13903045654296875,-2.717522144317627,-0.8445914387702942
1751343173537088000,0.423087890625,0.24364233016967773,-2.1986937522888184,-0.8095290660858154
1751343173548399600,0.434399658203125,0.22288894653320312,-1.4664149284362793,-0.6468918919563293
1751343173556612000,0.442612060546875,0.25721073150634766,-0.8661990165710449,-0.15951603651046753
1751343173568437000,0.45443701171875,-0.1027536392211914,-0.5300331115722656,0.3351733088493347
1751343173579553800,0.4655537109375,-0.30863523483276367,-0.44948720932006836,0.23695433139801025
1751343173588840700,0.4748408203125,-0.12804460525512695,-0.7573323249816895,0.1613559126853943
1751343173596976000,0.48297607421875,-0.19339752197265625,-0.707305908203125,0.11604583263397217
1751343173607609300,0.493609375,-0.24637985229492188,-0.39179229736328125,0.3504803478717804
1751343173618124300,0.504124267578125,-0.10972166061401367,0.45831298828125,0.4475710391998291
1751343173627197700,0.51319775390625,-0.024243831634521484,1.2715511322021484,0.8004482984542847
1751343173637267700,0.523267822265625,-0.3842582702636719,1.7461042404174805,1.16414213180542
1751343173648951000,0.534950927734375,-0.645815372467041,1.5772523880004883,1.2288708686828613
1751343173655123700,0.541123779296875,-1.1308088302612305,1.2989120483398438,1.6168177127838135
1751343173669911300,0.555911376953125,-0.9830267429351807,0.4501762390136719,1.2959047555923462
1751343173677505500,0.563505615234375,-1.2918837070465088,-0.3716306686401367,1.3176467418670654
1751343173689021200,0.575021240234375,-1.2096405029296875,-1.0106492042541504,0.809978723526001
1751343173698006500,0.584006591796875,-1.1191682815551758,-1.5836248397827148,0.7373714447021484
1751343173710265300,0.596265380859375,-0.9719986915588379,-2.146970272064209,0.49321532249450684
1751343173715976700,0.601976806640625,-0.8746616840362549,-2.9325385093688965,0.35892462730407715
1751343173725976800,0.611976806640625,-0.7665159702301025,-3.1341094970703125,-0.26404595375061035
1751343173731838700,0.617838623046875,-0.7665159702301025,-3.1341094970703125,-0.26404595375061035
1751343173738737200,0.624737060546875,-0.15547943115234375,-2.920517921447754,-0.7466104030609131
1751343173749023700,0.635023681640625,0.09811925888061523,-2.076974391937256,-1.0776584148406982
1751343173758078700,0.64407861328125,0.29242467880249023,-1.2483744621276855,-1.3873999118804932
1751343173768424700,0.6544248046875,0.5427985191345215,-0.03611469268798828,-1.481220006942749
1751343173780393000,0.66639306640625,0.7849273681640625,1.0379772186279297,-1.106400489807129
1751343173790087400,0.67608740234375,0.8965601921081543,2.8533411026000977,-1.1452621221542358
1751343173799320800,0.68532080078125,0.8705873489379883,3.0846996307373047,-1.0158932209014893
1751343173811432700,0.6974326171875,0.6384997367858887,2.5952529907226562,-1.0962519645690918
1751343173820128500,0.70612841796875,0.2753114700317383,1.6764049530029297,-0.8597874045372009
1751343173832138800,0.718138671875,-0.07413721084594727,0.6202592849731445,-0.7326645851135254
1751343173837777200,0.723777099609375,-0.10243368148803711,-0.17023372650146484,-0.8272784948348999
1751343173847777000,0.733777099609375,-0.15833139419555664,-0.8164443969726562,-0.9800773859024048
1751343173853000700,0.739000732421875,-0.15833139419555664,-0.8164443969726562,-0.9800773859024048
1751343173859915500,0.74591552734375,-0.1593647003173828,-1.006657600402832,-1.0162713527679443
1751343173870953700,0.75695361328125,-0.1952214241027832,-1.044342041015625,-0.7878943681716919
1751343173880197400,0.766197265625,-0.34490156173706055,-0.9072809219360352,-0.5149930119514465
1751343173889938700,0.775938720703125,-0.4964618682861328,-0.7133584022521973,-0.26858651638031006
1751343173902309600,0.7883095703125,-0.6102628707885742,-0.37965917587280273,-0.07551437616348267
1751343173911585300,0.797585205078125,-0.7355313301086426,-0.2075643539428711,-0.035041749477386475
1751343173920230000,0.80622998046875,-0.8154268264770508,-0.23023128509521484,-0.20421993732452393
1751343173930296800,0.816296875,-0.680814266204834,-0.2186269760131836,-0.4556126296520233
1751343173940976000,0.82697607421875,-0.42255210876464844,-0.33581972122192383,-0.6344175338745117
1751343173950570500,0.836570556640625,-0.10811758041381836,-0.3563876152038574,-0.8417423963546753
1751343173962289700,0.84828955078125,0.07611322402954102,-0.06766986846923828,-1.0493634939193726
1751343173971778600,0.857778564453125,0.41863298416137695,-0.015807151794433594,-1.3392634391784668
1751343173980421000,0.866421142578125,0.41119384765625,-0.011363029479980469,-1.3339005708694458
1751343173992076000,0.878075927734375,0.3507108688354492,-0.2605118751525879,-1.3039546012878418
1751343174000845000,0.886844970703125,0.2855715751647949,-0.5044589042663574,-1.2450482845306396
1751343174012377600,0.898377685546875,0.03950357437133789,-0.9184856414794922,-1.0735487937927246
1751343174023537400,0.909537353515625,-0.1941518783569336,-1.3534331321716309,-1.068729043006897
1751343174032543700,0.918543701171875,-0.36339902877807617,-1.7914180755615234,-1.1610751152038574
1751343174042994000,0.928993896484375,-0.5531086921691895,-2.2507786750793457,-1.1255534887313843
1751343174053898200,0.939898193359375,-0.7002840042114258,-2.5981554985046387,-1.0801150798797607
1751343174063185000,0.949184814453125,-0.6518969535827637,-2.6211342811584473,-0.9395054578781128
1751343174074932500,0.960932373046875,-0.4652252197265625,-2.2299647331237793,-0.8026321530342102
1751343174081058600,0.96705859375,-0.22180891036987305,-1.38197660446167,-0.7298808097839355
1751343174091058400,0.977058349609375,0.06563806533813477,-0.231231689453125,-0.5995923280715942
1751343174096303900,0.982303955078125,0.06563806533813477,-0.231231689453125,-0.5995923280715942
1751343174103248100,0.989248046875,0.15407276153564453,0.8015260696411133,-0.4339427649974823
1751343174113784600,0.99978466796875,0.1263585090637207,1.7446365356445312,-0.1598777174949646
1751343174122191600,1.008191650390625,0.0054988861083984375,2.2409353256225586,0.2271040678024292
1751343174135872000,1.0218720703125,-0.2765054702758789,2.2322826385498047,0.8204001188278198
1751343174141981200,1.027981201171875,-0.47577619552612305,1.824244499206543,1.0966689586639404
1751343174155806500,1.041806396484375,-0.7477145195007324,0.31700897216796875,1.1751792430877686
1751343174163886300,1.04988623046875,-0.7390913963317871,-0.5888400077819824,1.1744542121887207
1751343174173205200,1.059205322265625,-0.6699395179748535,-1.330650806427002,1.3361291885375977
1751343174183833900,1.069833740234375,-0.49898576736450195,-1.8816699981689453,1.2921273708343506
1751343174193112600,1.079112548828125,-0.3081216812133789,-2.077927589416504,1.0498744249343872
1751343174203099000,1.089098876953125,-0.27231645584106445,-2.102548599243164,0.6828685402870178
1751343174215022000,1.10102197265625,-0.31675291061401367,-1.7865262031555176,0.41551482677459717
1751343174221015600,1.107015625,-0.4229450225830078,-1.474637508392334,0.14174771308898926
1751343174235752200,1.121752197265625,-0.40669775009155273,-1.1054363250732422,-0.13695943355560303
1751343174241956400,1.127956298828125,-0.48087072372436523,-0.7240042686462402,-0.40641558170318604
1751343174253593300,1.13959326171875,-0.46656322479248047,-0.45093584060668945,-0.78224778175354
1751343174263036700,1.14903662109375,-0.48914241790771484,-0.3190145492553711,-1.1179955005645752
1751343174275426000,1.161426025390625,-0.4565300941467285,-0.33614540100097656,-1.3529653549194336
1751343174280697900,1.16669775390625,-0.4564080238342285,-0.3890805244445801,-1.4227311611175537
1751343174294921500,1.18092138671875,-0.41503286361694336,-0.31438541412353516,-1.6511754989624023
1751343174303103700,1.189103759765625,-0.32369041442871094,-0.0710744857788086,-1.7296923398971558
1751343174313033200,1.199033203125,-0.22538137435913086,0.2139911651611328,-1.6318778991699219
1751343174323680800,1.2096806640625,-0.17360925674438477,0.6562538146972656,-1.491556167602539
1751343174333488000,1.219488037109375,-0.2180614471435547,0.9794483184814453,-1.3840413093566895
1751343174345306600,1.231306640625,-0.2407698631286621,1.33612060546875,-1.2501804828643799
1751343174351331000,1.2373310546875,-0.3449101448059082,1.3160390853881836,-1.1047842502593994
1751343174361331200,1.247331298828125,-0.37823009490966797,1.202652931213379,-0.9322538375854492
1751343174367575800,1.253575927734375,-0.37823009490966797,1.202652931213379,-0.9322538375854492
1751343174380243200,1.2662431640625,-0.4392695426940918,0.3591032028198242,-0.7972739934921265
1751343174386208500,1.27220849609375,-0.43903255462646484,-0.24927043914794922,-0.7244102954864502
1751343174399155000,1.285155029296875,-0.46950387954711914,-0.7423834800720215,-0.7062874436378479
1751343174407329800,1.293329833984375,-0.4603862762451172,-1.156759262084961,-0.612133264541626
1751343174417833000,1.3038330078125,-0.44536447525024414,-1.7108149528503418,-0.578306257724762
1751343174427941400,1.31394140625,-0.37624168395996094,-2.107929229736328,-0.6044048070907593
1751343174437257000,1.323257080078125,-0.22060680389404297,-2.407897472381592,-0.6115818023681641
1751343174449279700,1.33527978515625,-0.08300256729125977,-2.405579090118408,-0.6889081597328186
1751343174455551200,1.34155126953125,0.23124456405639648,-2.1602258682250977,-0.8171461224555969
1751343174469122800,1.355122802734375,0.5336594581604004,-1.5223793983459473,-0.9213351011276245
1751343174477101600,1.3631015625,0.6027355194091797,-0.7478961944580078,-0.7681099772453308
1751343174487948800,1.37394873046875,0.5287642478942871,-0.10291004180908203,-0.43943408131599426
1751343174496448300,1.3824482421875,0.31419944763183594,0.44759273529052734,-0.173719584941864
1751343174508706300,1.394706298828125,0.13475370407104492,0.7417011260986328,-0.12323325872421265
1751343174520798200,1.406798095703125,-0.13273906707763672,0.708979606628418,-0.008985698223114014
1751343174528607500,1.414607421875,-0.23709869384765625,0.7105846405029297,-0.0022844672203063965
1751343174538011100,1.42401123046875,-0.31779909133911133,0.7411231994628906,-0.07700097560882568
1751343174548777700,1.43477783203125,-0.35537195205688477,0.6997270584106445,0.007333815097808838
1751343174557264400,1.443264404296875,-0.353729248046875,0.6990652084350586,0.0026196837425231934
1751343174568791000,1.454791015625,-0.6446375846862793,0.20068073272705078,0.4245030879974365
1751343174579975200,1.46597509765625,-0.8144974708557129,-0.29753923416137695,0.4932376742362976
1751343174585967600,1.471967529296875,-0.766261100769043,-0.7094979286193848,0.4636911153793335
1751343174595967700,1.4819677734375,-0.5632295608520508,-0.9108219146728516,0.23506546020507812
1751343174601434600,1.4874345703125,-0.5632295608520508,-0.9108219146728516,0.23506546020507812
1751343174607750100,1.493750244140625,-0.31156396865844727,-0.9862709045410156,0.0511012077331543
1751343174618804500,1.504804443359375,-0.07829856872558594,-0.947235107421875,-0.10485339164733887
1751343174628074000,1.514073974609375,0.07935810089111328,-0.8705043792724609,-0.1705201268196106
1751343174638039300,1.524039306640625,0.035416603088378906,-0.817286491394043,-0.14632976055145264
1751343174650099700,1.536099609375,-0.015322685241699219,-0.9355401992797852,-0.16524595022201538
1751343174658333200,1.544333251953125,-0.011430740356445312,-1.0694751739501953,-0.2942586839199066
1751343174668196600,1.554196533203125,-0.011219501495361328,-1.2042169570922852,-0.43213003873825073
1751343174678077200,1.5640771484375,0.05831098556518555,-1.2112274169921875,-0.7038346529006958
1751343174689027800,1.57502783203125,0.12094831466674805,-1.0668926239013672,-0.9218375086784363
1751343174698052600,1.584052490234375,0.15913724899291992,-0.7192082405090332,-1.0092906951904297
1751343174708377300,1.59437744140625,0.17143726348876953,-0.2774534225463867,-1.0508941411972046
1751343174720229600,1.606229736328125,-0.15451526641845703,0.24362754821777344,-0.6207181215286255
1751343174728441000,1.614441162109375,-0.3317604064941406,0.2232522964477539,-0.5234043002128601
1751343174738503200,1.624503173828125,-0.467987060546875,-0.020768165588378906,-0.34494858980178833
1751343174748728800,1.634728759765625,-0.610137939453125,-0.1348428726196289,-0.18922436237335205
1751343174757407000,1.643406982421875,-0.6151261329650879,-0.20941543579101562,-0.17799216508865356
1751343174769006600,1.655006591796875,-0.5219283103942871,-0.18981647491455078,-0.1426449418067932
1751343174780181200,1.66618115234375,-0.4505481719970703,-0.05908012390136719,0.04256051778793335
1751343174785804300,1.67180419921875,-0.5267276763916016,-0.021048545837402344,0.315407931804657
1751343174800286500,1.686286376953125,-0.5997796058654785,-0.05434894561767578,0.5163422226905823
