mean,std,variance,max,min,median,skewness,kurtosis,psd_mean,dom_freq_1,dom_freq_2,dom_freq_3,rms,peak_to_peak,entropy,date
0.001545181361953951,0.8501531052674646,0.7227603023959126,3.962795207188541,-2.7272262534151785,-0.08917943175295341,0.8674518681839932,2.68988659383134,1319.7618422762316,0.3837719298245614,0.3289473684210526,0.10964912280701754,0.8501545094753976,6.690021460603719,5.548237165614056,2025-06-08-04-16-55
-0.00421189521884652,0.7905153712278853,0.6249145521475613,4.535347326715734,-2.6389520671549573,-0.06464511545944346,1.0259821892421794,3.450391899414675,1352.31624801095,0.32377428307123035,0.09250693802035152,0.27752081406105455,0.7905265917152287,7.174299393870692,5.329381369333146,2025-06-09_04-21-19
-0.02194906800559056,0.7650371091904995,0.5852817784385562,4.596916791962648,-2.23935369713072,-0.08808408341914681,1.1046617332658317,4.094330151653044,901.3354625867105,0.3250975292587776,0.3901170351105331,0.13003901170351104,0.7653519060045976,6.836270489093367,5.35470100439194,2025-06-10_04-12-50
-0.007686223207293325,0.6753102079197929,0.45604387692067394,3.8071834877960815,-1.989711421866011,-0.044230104294867914,0.9424068339422478,4.324672313342605,752.4748919941721,0.4857316332726169,1.153612629022465,0.12143290831815423,0.6753539479027766,5.796894909662092,5.395106936650281,2025-06-11_04-03-47
-0.019093607244350653,0.5939878381290464,0.3528215518452183,3.368150522600541,-1.8866374156983667,-0.05393042985553864,0.6986164173185841,3.575757703348266,556.0475241980039,1.0165184243964422,0.19059720457433293,0.12706480304955528,0.5942946387801422,5.254787938298907,5.4077126537029665,2025-06-12_03-58-07
-0.027946811644137058,0.7923236194938998,0.6277767180079142,5.987573636757892,-2.8172154275947228,-0.04505909389445591,1.345592593068689,9.441533134444548,873.8692263295453,0.3599712023038157,0.2159827213822894,0.14398848092152627,0.7928163357859038,8.804789064352615,4.943303564994136,2025-06-15_04-00-09
-0.005052810454548207,0.5254126243901879,0.27605842586858464,5.1584538300148655,-1.5392319787835085,-0.02686226288260103,2.3174275798320854,16.075833115574543,696.2203340947559,0.27788805081381496,0.5160778086542278,0.11909487892020643,0.5254369198696207,6.697685808798374,4.72391907481471,2025-06-16_04-07-10
-0.007749547943417449,0.562436914002992,0.316335282233209,3.9865695802827608,-1.4166761417845917,-0.052944772566364255,1.4998762456731651,6.592230833958068,528.9142961736134,0.41941282204913116,0.359496704613541,0.11983223487118033,0.5624903001177322,5.403245722067353,5.218271572228166,2025-06-17_04-07-13
-0.0009617178085326927,0.5113272658642484,0.2614555728162077,7.339015263813944,-1.055184638323336,-0.03270756665816347,5.390851987939788,63.30476875842943,626.4485138660614,0.41788549937317176,0.1671541997492687,0.20894274968658588,0.5113281702755589,8.39419990213728,4.200844336892868,2025-06-18_04-17-19
-0.011563729231865076,0.550378741428778,0.3029167590167256,2.8310781663619995,-1.9510910955914147,-0.058290266348709485,0.6389120790341352,2.4267892945002814,517.3828489389579,0.1759530791788856,0.5278592375366569,0.11730205278592375,0.5505002078568848,4.782169261953414,5.450297901664831,2025-06-19_04-02-31
0.039139525409700185,0.7646755876019186,0.5847287542743395,2.57900696440806,-1.9659567753695937,-0.022038900700612905,0.341961989388509,0.41508314673011926,577.7165101468086,1.8274111675126903,0.10152284263959391,0.20304568527918782,0.7656766006112737,4.5449637397776534,5.96162348149986,2025-06-21_04-10-17
-0.03869008650074497,0.6384824373666282,0.4076598228256303,5.904495549313264,-1.2965205772936828,-0.02343334290788554,2.8380915720763227,21.542868112876107,493.27129251836845,0.33140016570008285,0.9113504556752279,0.08285004142502071,0.6396536137778519,7.201016126606946,4.805460457828837,2025-06-22_04-03-46
-0.009058963754770668,0.8480622944861506,0.7192096553291143,3.8536130558561488,-2.3999331413071294,-0.06344917670489732,0.9277508033907683,2.813254954752672,1603.8388233582907,0.40394973070017953,0.17953321364452424,0.3141831238779174,0.8481106768302263,6.253546197163278,5.619670265215304,2025-06-23_04-04-30
-0.01663586397721331,0.7735122721491132,0.5983212351652838,3.3958214421852926,-2.6667157560493986,-0.08920849956511576,0.5992626415126768,1.6667233823116412,1426.3988245024598,0.08396305625524769,0.16792611251049538,0.20990764063811923,0.7736911445373742,6.062537198234692,5.633392994291556,2025-06-25_04-12-51
0.0376194285590734,0.8384772415865583,0.7030440846586038,4.255187253349785,-3.5993138692306386,-0.002857185431625937,0.2861632048121605,2.8358108379803495,760.6960556695891,0.5555555555555556,0.37037037037037035,0.18518518518518517,0.8393207408754505,7.854501122580423,5.324976023257236,2025-06-26_04-01-15
